loan_id,customer_id,borrower_name,age,employment_status,annual_income,credit_score,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,disbursement_date,current_balance,monthly_payment
LN56296721,CUST394865,Lion Giacomelli,33,Full-time,62862,671,Business,9707,14.07,12,Late (16-30 days),2023-09-10,30663,682.2
LN21853051,CUST321956,Hilton Sonier,66,Unemployed,111660,580,Medical,42858,10.73,48,Current,2023-08-20,761,505.34
LN76491660,CUST302644,Pincas Gowans,49,Part-time,149221,699,Personal,48031,16.75,36,Paid Off,2023-05-12,9760,643.03
LN51647956,CUST706663,Brien Vigne,28,Full-time,80753,647,Personal,15926,8.01,36,Default,2023-03-21,33883,1403.95
LN29754491,CUST860461,Franni Frizell,46,Contract,33333,603,Personal,46147,7.29,12,Late (16-30 days),2023-12-04,31711,1127.87
LN71989427,CUST441994,Yvette Shepard,58,Contract,118897,771,Personal,44938,17.53,72,Current,2024-01-17,24804,853.78
LN47647337,CUST285067,Tomkin Itzcovichch,51,Contract,147529,840,Personal,53794,12.23,48,Active,2024-05-16,5548,1054.58
LN69361704,CUST744125,Nettie Satterfitt,23,Full-time,32318,819,Personal,42406,7.97,60,Current,2024-04-17,1643,682.2
LN61192142,CUST204157,Ario Mallan,37,Self-employed,59735,807,Medical,33686,15.0,48,Default,2024-03-30,33027,704.91
LN82962180,CUST220900,Clair Delahunty,63,Full-time,63424,619,Home Improvement,31494,4.32,60,Current,2023-11-19,5337,875.94
LN83340033,CUST826221,Brenna McTavish,41,Contract,105798,560,Home Improvement,28367,10.62,48,Paid Off,2023-02-22,39756,232.26
LN94871663,CUST759292,Andie Relf,62,Full-time,148317,688,Personal,64047,6.22,60,Default,2024-04-02,20163,676.64
LN43339639,CUST844816,Art Torrie,22,Contract,143016,792,Auto,52122,15.44,60,Late (16-30 days),2023-10-05,66194,1040.79
LN66366637,CUST610949,Alysia Vanyutin,34,Part-time,118462,682,Personal,71605,15.58,36,Current,2024-07-02,36093,1394.59
LN23023831,CUST290356,Johnathan Fairpo,22,Contract,72885,829,Personal,48632,17.24,72,Current,2023-10-30,532,468.86
LN17272060,CUST227651,Alva Tribell,37,Unemployed,46066,656,Home Improvement,63953,12.65,48,Late (16-30 days),2023-07-06,41549,672.97
LN40750763,CUST124201,Wolfie Dominelli,39,Part-time,53544,774,Auto,46538,9.52,36,Late (16-30 days),2023-04-11,23405,1407.59
LN32948285,CUST939862,Esma Serot,28,Contract,44625,822,Personal,11895,6.98,48,Active,2024-01-23,36904,1494.85
LN16244917,CUST908632,Bailey Saice,56,Unemployed,89277,811,Business,44648,7.13,12,Default,2024-03-15,31292,1003.14
LN80684824,CUST874240,Donalt De Zamudio,23,Contract,58905,618,Home Improvement,25467,16.27,24,Late (31+ days),2023-04-08,45545,284.21
LN16113376,CUST602624,Bernardine Bartolomeazzi,32,Unemployed,92095,730,Debt Consolidation,47683,9.62,36,Active,2023-05-18,11935,1024.17
LN12561092,CUST977201,Morena Wasbey,36,Part-time,128614,563,Debt Consolidation,9543,16.71,36,Paid Off,2023-06-03,54266,1190.83
LN14027145,CUST822209,Anabelle Lenglet,37,Part-time,134007,815,Home Improvement,16559,4.77,60,Late (16-30 days),2023-12-04,69437,1314.38
LN79290346,CUST953300,Stephan Calken,49,Contract,114055,845,Home Improvement,47761,8.28,36,Active,2023-08-09,35456,224.17
LN43966264,CUST674456,Katha Hucquart,44,Part-time,75080,841,Business,74125,8.92,72,Paid Off,2023-07-10,50691,685.81
LN51987133,CUST556463,Clementine Willgoss,31,Contract,136760,678,Medical,60531,17.16,36,Current,2024-03-31,65168,313.55
LN78138698,CUST704718,Linnell Deverick,39,Part-time,105489,833,Debt Consolidation,53875,16.18,12,Paid Off,2024-07-06,36616,634.51
LN34579461,CUST418131,Gilli Hastings,49,Unemployed,129115,692,Personal,28596,11.09,36,Default,2023-12-11,27038,368.08
LN48202530,CUST324329,Valencia Bramer,32,Self-employed,123046,631,Home Improvement,55326,8.75,48,Late (16-30 days),2023-08-17,7620,1120.96
LN26606792,CUST303818,Gaston Tolchard,47,Full-time,30131,742,Business,44523,6.22,24,Late (31+ days),2024-01-19,54530,1011.93
LN71869168,CUST431997,Katleen Kinkead,60,Unemployed,114750,607,Debt Consolidation,68887,11.74,60,Default,2023-12-22,27760,396.27
LN23157173,CUST134565,Mendie Charlo,61,Contract,108172,577,Medical,53871,15.85,12,Paid Off,2024-07-27,31094,932.09
LN92546930,CUST182532,Ree Aucock,23,Unemployed,115101,635,Home Improvement,10698,12.21,60,Late (16-30 days),2023-08-13,23593,1149.77
LN81283551,CUST424069,Scottie Strasse,51,Self-employed,126359,667,Home Improvement,21153,8.14,36,Late (16-30 days),2023-07-13,41445,341.11
LN87620059,CUST687419,Sonni Bowland,30,Part-time,51698,754,Personal,24538,8.21,12,Current,2024-06-26,36293,405.1
LN75523089,CUST546237,Cassaundra Spurling,57,Part-time,39356,562,Business,38707,5.45,48,Late (31+ days),2023-05-28,12222,285.02
LN75066590,CUST521394,Oates Salway,57,Part-time,77217,845,Personal,29786,7.09,60,Late (16-30 days),2024-04-15,43101,849.4
LN48636310,CUST752399,Hobie Cornish,63,Part-time,64267,601,Personal,20769,16.38,60,Current,2023-08-21,7198,303.05
LN81846647,CUST461361,Pam Girling,25,Contract,148774,605,Medical,36191,11.2,12,Default,2023-06-10,8455,174.65
LN69137842,CUST111294,Josh Sprules,61,Full-time,111346,770,Medical,57572,13.97,72,Late (31+ days),2023-02-26,62136,572.38
LN93347946,CUST612676,Sisile Tonsley,26,Contract,49747,649,Debt Consolidation,20236,5.67,24,Late (16-30 days),2023-01-17,53483,1149.01
LN28925796,CUST451677,Renie Allabush,37,Contract,49240,587,Auto,12355,17.02,24,Default,2024-04-02,30777,1370.95
LN31134824,CUST368008,Arie Ros,57,Self-employed,93073,786,Business,51457,6.25,48,Late (16-30 days),2023-09-09,27896,1493.25
LN96486515,CUST126029,Rosalia Mitchley,61,Unemployed,123301,762,Medical,22715,14.68,72,Paid Off,2023-09-18,18647,1214.25
LN24202379,CUST915838,Ezri Crowley,37,Unemployed,66134,727,Auto,46392,9.9,24,Active,2023-10-22,34208,1326.18
LN45496982,CUST957726,Jessalyn Lodin,52,Full-time,57926,665,Home Improvement,6110,12.31,60,Late (16-30 days),2023-06-23,6181,966.08
LN86359172,CUST175490,Gerrie Abramowitz,35,Part-time,58042,660,Medical,54269,6.09,12,Current,2024-02-09,15130,895.85
LN31311644,CUST660496,Tim Ibbitson,49,Part-time,73666,771,Medical,72493,4.2,12,Current,2024-02-10,25160,1219.29
LN83046303,CUST862081,Suzette Conti,45,Self-employed,91854,768,Personal,17727,10.31,36,Late (31+ days),2024-03-28,44672,1348.87
LN40764916,CUST630668,Adelind Mattingley,44,Unemployed,64358,608,Debt Consolidation,65548,11.79,60,Paid Off,2023-12-11,65215,1473.23
LN82932986,CUST225601,Lara Pakeman,29,Contract,128133,682,Auto,67299,16.89,12,Paid Off,2023-07-07,34380,759.67
LN26613092,CUST264576,Letta Neubigging,66,Full-time,80645,668,Business,59783,15.71,24,Active,2023-12-25,50335,323.72
LN42594431,CUST631083,Abey Haithwaite,69,Full-time,33980,714,Personal,42064,14.32,48,Late (31+ days),2023-12-30,66557,1494.36
LN69675745,CUST247654,Suzette Conti,45,Self-employed,91854,768,Personal,17727,10.31,36,Late (31+ days),2024-03-28,44672,1348.87
LN77553791,CUST729808,Hilton Sonier,66,Unemployed,111660,580,Medical,42858,10.73,48,Current,2023-08-20,761,505.34
LN33245458,CUST323266,Carina Beedom,62,Unemployed,80546,642,Debt Consolidation,56543,4.23,36,Late (16-30 days),2023-01-31,61971,1282.56
LN29211412,CUST947785,Sonni Bowland,30,Part-time,51698,754,Personal,24538,8.21,12,Current,2024-06-26,36293,405.1
LN88976408,CUST251679,Ramona Seamon,70,Part-time,61869,789,Auto,38782,14.07,24,Late (16-30 days),2023-03-26,59007,490.0
LN97077455,CUST253009,Libby Ackrill,47,Self-employed,96390,699,Home Improvement,5788,5.56,48,Late (31+ days),2023-04-26,4043,1238.62
LN24389910,CUST816068,Estrella Daintree,34,Contract,88787,819,Medical,50908,8.81,60,Late (16-30 days),2024-03-21,38249,1160.58
LN27637222,CUST688532,Ogdan Locket,68,Part-time,85597,671,Medical,48430,8.19,36,Late (16-30 days),2024-02-11,39918,1225.26
LN15750923,CUST808800,Melania Sandry,55,Full-time,66967,655,Business,71994,16.1,72,Late (16-30 days),2023-12-01,5708,659.93
LN14500199,CUST845075,Yasmin Castel,52,Part-time,98217,836,Personal,57563,17.92,36,Late (16-30 days),2024-06-27,69527,527.19
LN77131652,CUST566449,Sabine Durrant,26,Unemployed,36398,717,Business,37007,6.98,72,Current,2023-02-09,12962,855.11
LN83741089,CUST329106,Lane Thunnerclef,70,Full-time,70613,846,Medical,56392,16.15,48,Late (31+ days),2024-05-23,45425,411.5
LN84302822,CUST842762,Nanni Neumann,29,Part-time,41951,713,Home Improvement,47905,8.95,60,Current,2024-03-16,69246,546.69
LN37949521,CUST975080,Drake Hambleton,35,Part-time,43110,599,Auto,13714,9.13,60,Active,2023-03-19,27133,1321.57
LN81054194,CUST772219,Anette Woodfin,59,Self-employed,31202,812,Business,34647,9.27,12,Default,2023-05-04,16260,867.7
LN30415483,CUST462872,Hughie McDiarmid,50,Self-employed,81925,583,Auto,36405,8.87,60,Late (31+ days),2023-04-11,50981,608.15
LN75332932,CUST809867,Zondra Tookill,54,Unemployed,89811,657,Business,40248,4.57,12,Late (31+ days),2023-09-02,67196,297.26
LN12171500,CUST646404,Danette Baguley,36,Unemployed,39630,758,Medical,73900,9.12,72,Active,2024-01-26,54099,213.38
LN16178441,CUST927945,Tiphanie Franchi,66,Contract,98877,652,Personal,34976,14.12,24,Late (31+ days),2023-02-18,67371,896.68
LN37028205,CUST212276,Lavina Sucre,56,Part-time,112914,788,Debt Consolidation,25186,16.62,24,Active,2024-03-16,15588,950.44
LN53863669,CUST471598,Demetra Santon,21,Full-time,143282,617,Business,61978,4.47,36,Late (31+ days),2023-04-09,20461,591.26
LN69988567,CUST579298,Justinian Trigwell,28,Unemployed,31968,596,Business,8154,16.96,48,Default,2023-12-11,69971,649.03
LN64151555,CUST612426,Antoni Chucks,61,Self-employed,100430,629,Home Improvement,9109,11.38,72,Current,2023-02-14,48568,1393.46
LN12193730,CUST879793,Lavina Sucre,56,Part-time,112914,788,Debt Consolidation,25186,16.62,24,Active,2024-03-16,15588,950.44
LN97202129,CUST823724,Rita Lamke,51,Full-time,40087,774,Auto,34883,9.74,60,Active,2023-03-20,53668,216.48
LN92604168,CUST580549,Grazia Gullivent,63,Part-time,54662,573,Business,5504,4.42,48,Default,2024-06-21,31947,1060.55
LN71041346,CUST241737,Annissa Armstead,55,Full-time,117264,679,Debt Consolidation,24267,8.27,24,Late (16-30 days),2023-12-21,42073,1000.53
LN40585052,CUST826492,Schuyler Gillbee,62,Contract,54133,616,Debt Consolidation,46245,6.89,72,Active,2023-11-04,57663,1497.45
LN89018043,CUST845376,Andreas Loukes,23,Full-time,139163,581,Debt Consolidation,68073,13.74,60,Current,2023-02-08,22310,655.9
LN83472342,CUST752047,Augusta Sabathier,35,Contract,88798,838,Home Improvement,47678,10.0,60,Default,2023-11-27,33486,365.86
LN95644361,CUST672072,Gavin Newbury,55,Part-time,130515,683,Debt Consolidation,40424,18.12,48,Current,2023-12-05,6612,746.49
LN86176889,CUST402303,Vassily Garbar,30,Self-employed,62257,595,Auto,47980,14.53,12,Active,2024-03-08,3058,228.51
LN43892907,CUST132253,Matthias Klus,68,Unemployed,135749,645,Medical,43591,11.57,72,Late (31+ days),2023-09-27,62243,608.75
LN77059496,CUST382494,Guthry Crumly,51,Unemployed,94086,808,Medical,54689,9.75,72,Paid Off,2024-03-10,10179,1095.38
LN39146076,CUST137354,Willyt Winspar,50,Full-time,141797,651,Auto,36700,17.11,24,Active,2023-02-15,11238,323.97
LN68324764,CUST196667,Ula Walicki,70,Unemployed,125504,759,Business,35124,11.35,12,Paid Off,2023-01-03,60852,1079.77
LN66847373,CUST439111,Myrtie Cranstone,44,Part-time,111104,719,Personal,17565,18.93,24,Default,2024-06-10,31125,980.18
LN87663005,CUST243034,Issiah Frosch,25,Full-time,111988,554,Medical,20769,14.79,36,Current,2023-07-19,41526,1133.94
LN37485208,CUST809790,Kylie Braidley,53,Contract,118164,756,Auto,6333,12.91,12,Default,2023-04-30,59792,1036.62
LN32057432,CUST373001,Hadlee Breddy,64,Contract,116264,848,Debt Consolidation,33352,10.4,48,Default,2023-07-11,45307,1098.23
LN26218104,CUST614586,Kalila Mingotti,26,Full-time,92806,751,Personal,23092,4.88,12,Late (16-30 days),2024-01-14,48572,1250.57
LN33349543,CUST199864,Clay Comellini,61,Contract,82059,679,Personal,21360,7.6,36,Late (16-30 days),2024-05-16,54637,196.21
LN87741871,CUST269600,Welbie Youson,65,Part-time,113481,707,Medical,38586,17.1,36,Late (31+ days),2024-06-09,46539,1103.49
LN69749118,CUST147436,Cash Siddell,34,Contract,48923,648,Business,6627,14.86,48,Active,2023-07-29,42811,1321.59
LN59453035,CUST543952,Meade Starten,46,Full-time,52472,569,Debt Consolidation,28073,11.66,36,Late (16-30 days),2024-07-06,18675,792.12
LN35477590,CUST390828,Adria Coling,32,Self-employed,70560,735,Medical,24326,17.64,36,Paid Off,2024-03-27,26801,1461.19
LN74884365,CUST749336,Carleton De Malchar,64,Part-time,63587,572,Personal,41604,4.32,60,Default,2023-03-12,23844,1021.08
LN45699150,CUST723796,Cindra Nanelli,66,Full-time,140481,708,Personal,35780,14.33,36,Default,2023-09-23,30219,1156.3
LN55032641,CUST225730,Kelcy Rhodus,48,Part-time,123442,837,Auto,39519,16.23,12,Current,2023-04-18,36538,382.07
LN39683343,CUST569458,Jase Turfin,62,Part-time,113535,804,Business,43967,5.07,12,Paid Off,2024-06-21,58002,1103.57
LN66441036,CUST634416,Beckie Fundell,68,Unemployed,30022,630,Business,12381,12.62,72,Paid Off,2023-11-09,14712,582.53
LN68222937,CUST206113,Beauregard Costen,26,Unemployed,35341,749,Debt Consolidation,51823,10.25,36,Current,2023-06-24,18562,1177.02
LN75745131,CUST471172,Allie Waddicor,40,Unemployed,94705,776,Auto,26028,6.41,72,Paid Off,2024-07-09,38703,530.78
LN45228631,CUST707319,Astrix Colleer,43,Self-employed,39075,670,Personal,35746,10.15,24,Paid Off,2023-04-02,17488,386.51
LN72777907,CUST264071,Mahmud Pottberry,58,Contract,52882,789,Medical,29096,9.51,24,Late (16-30 days),2024-02-07,9037,1057.09
LN49147057,CUST587461,Lavina Sucre,56,Part-time,112914,788,Debt Consolidation,25186,16.62,24,Active,2024-03-16,15588,950.44
LN65175568,CUST606376,Jolee Biasio,59,Self-employed,96432,728,Home Improvement,23910,6.19,48,Paid Off,2023-10-23,37916,1166.72
LN33841466,CUST464441,Barbabra Flippini,66,Self-employed,55254,608,Personal,61847,17.78,24,Late (16-30 days),2024-01-09,69395,1154.07
LN52164012,CUST296754,Mendie Charlo,61,Contract,108172,577,Medical,53871,15.85,12,Paid Off,2024-07-27,31094,932.09
LN54325154,CUST139594,Rozanne Buffham,27,Contract,115339,823,Debt Consolidation,30385,12.02,24,Late (16-30 days),2024-03-08,8015,1286.02
LN80808720,CUST214981,Elisha Archer,67,Full-time,116414,616,Personal,70356,18.08,48,Late (16-30 days),2023-04-07,7137,1189.37
LN17944202,CUST431310,Karlyn Dunklee,55,Unemployed,135748,632,Debt Consolidation,32342,12.34,24,Default,2023-03-05,64225,322.64
LN36109311,CUST538167,Mildred McCuaig,49,Unemployed,146186,633,Home Improvement,9414,7.03,12,Late (31+ days),2023-02-24,67041,814.71
LN15953377,CUST418166,Alissa Hasker,52,Full-time,144831,746,Home Improvement,46382,9.11,24,Active,2023-04-26,7174,1119.08
LN40628843,CUST942660,Ree Aucock,23,Unemployed,115101,635,Home Improvement,10698,12.21,60,Late (16-30 days),2023-08-13,23593,1149.77
LN64753157,CUST527757,Kip Bugs,38,Self-employed,57408,836,Home Improvement,72313,7.32,60,Active,2023-05-16,33311,835.91
LN42523213,CUST488506,Lief Gadesby,68,Contract,140573,626,Medical,32290,11.1,48,Active,2024-01-28,21336,1137.58
LN12830833,CUST921713,Giovanna Schooling,62,Part-time,125202,843,Auto,50817,17.45,60,Late (16-30 days),2023-02-02,54442,258.29
LN44738383,CUST461274,Cash Siddell,34,Contract,48923,648,Business,6627,14.86,48,Active,2023-07-29,42811,1321.59
LN39140047,CUST836288,Teirtza Sparshatt,69,Full-time,36564,843,Personal,66640,4.4,36,Paid Off,2023-03-14,34750,373.66
LN51774552,CUST664058,Wilma Hutcheon,26,Part-time,68933,790,Medical,17822,10.0,48,Late (31+ days),2024-05-05,44335,546.8
LN89120333,CUST621995,Warde Bennit,38,Unemployed,142837,805,Debt Consolidation,56157,16.62,72,Paid Off,2023-02-25,30212,1411.29
LN84735745,CUST974416,Tandy Witherden,47,Self-employed,46171,648,Auto,9346,9.28,12,Current,2023-11-16,2104,888.11
LN25866520,CUST205624,Bancroft Scinelli,63,Contract,43974,565,Business,43443,16.03,24,Paid Off,2023-02-28,34795,1295.43
LN21559756,CUST272716,Baxter Eubank,65,Self-employed,111896,653,Personal,47946,9.66,60,Active,2023-11-13,56715,637.34
LN40713865,CUST588161,Obediah Beggini,62,Part-time,131509,773,Home Improvement,30496,13.19,36,Late (16-30 days),2023-10-10,11152,434.0
LN86815591,CUST647283,Renard Glede,29,Full-time,115284,598,Business,9537,17.09,12,Default,2024-04-08,30777,1220.68
LN79128382,CUST913963,Leo Leed,64,Contract,59620,707,Personal,6823,4.9,12,Current,2023-06-21,6718,1180.25
LN67622972,CUST288737,Gris Gwalter,32,Part-time,77408,825,Personal,51402,16.01,60,Late (31+ days),2024-02-06,1493,645.38
LN50781939,CUST436289,Nilson Sweetmore,44,Contract,45058,733,Debt Consolidation,38041,4.07,36,Current,2024-03-23,21455,819.83
LN88709866,CUST900311,Fons Nutley,54,Contract,142402,624,Debt Consolidation,13748,11.71,12,Default,2023-07-30,11510,1486.8
LN95706175,CUST255044,Farrell Ovell,67,Part-time,70724,753,Business,49315,12.11,24,Current,2024-03-26,17859,167.55
LN42485931,CUST400105,Kerry Waterfield,55,Full-time,84312,758,Personal,25049,10.14,48,Late (16-30 days),2023-05-04,19900,1361.32
LN69508677,CUST981708,Channa Loades,31,Contract,103396,782,Personal,37027,5.75,48,Paid Off,2023-07-09,48834,1371.65
LN38918129,CUST575615,Camala Ditch,65,Part-time,144694,788,Home Improvement,38702,7.65,60,Active,2023-12-31,52243,398.62
LN56594148,CUST639572,Tatum Truckell,43,Full-time,107172,742,Business,16984,8.52,12,Active,2024-03-11,59537,1466.4
LN97057268,CUST631546,Daria Torbet,52,Unemployed,87965,723,Auto,30701,18.54,48,Current,2024-03-02,20561,714.68
LN92334729,CUST732506,Rab Raspison,26,Unemployed,74306,569,Home Improvement,25714,15.9,24,Paid Off,2023-08-15,10694,247.58
LN27581371,CUST142793,Emilio Kubiak,34,Self-employed,38617,840,Medical,72754,7.76,24,Late (31+ days),2023-09-20,40776,719.99
LN57730256,CUST479842,Avery Fenna,33,Self-employed,131402,830,Home Improvement,45734,14.18,24,Paid Off,2024-04-16,33225,1105.22
LN14857626,CUST926758,Gris Gwalter,32,Part-time,77408,825,Personal,51402,16.01,60,Late (31+ days),2024-02-06,1493,645.38
LN58083788,CUST324258,Kylie Braidley,53,Contract,118164,756,Auto,6333,12.91,12,Default,2023-04-30,59792,1036.62
LN83617939,CUST429834,Edie Castanaga,65,Contract,44045,767,Debt Consolidation,18918,13.66,24,Current,2024-06-29,34005,408.76
LN44809452,CUST559642,Gusta Jickells,54,Contract,131949,644,Auto,57048,6.33,36,Late (16-30 days),2023-11-06,64542,1457.68
LN35633546,CUST753252,Bastian Tuxsell,49,Contract,45789,595,Medical,20979,15.63,72,Late (16-30 days),2024-04-13,4100,301.84
LN35459258,CUST906302,Sher Karp,59,Part-time,138990,771,Business,39974,13.67,60,Late (31+ days),2023-06-10,48340,259.83
LN58670777,CUST731547,Marris Jelleman,31,Unemployed,102054,795,Home Improvement,5462,10.42,36,Late (16-30 days),2024-07-06,55952,178.39
LN82769602,CUST963295,Rozanne Buffham,27,Contract,115339,823,Debt Consolidation,30385,12.02,24,Late (16-30 days),2024-03-08,8015,1286.02
LN77622395,CUST158005,Rosalia Mitchley,61,Unemployed,123301,762,Medical,22715,14.68,72,Paid Off,2023-09-18,18647,1214.25
LN24871338,CUST727835,Brett Arkin,42,Self-employed,126944,824,Medical,43913,7.35,12,Late (31+ days),2023-04-30,9082,188.59
LN85983230,CUST266631,Gusta Jickells,54,Contract,131949,644,Auto,57048,6.33,36,Late (16-30 days),2023-11-06,64542,1457.68
LN35370566,CUST448967,Isobel Dedden,34,Contract,93757,794,Auto,27704,16.98,60,Paid Off,2023-08-06,10492,868.71
LN90153722,CUST840890,Reeba Fallen,70,Contract,36334,722,Home Improvement,59715,6.24,72,Late (16-30 days),2024-06-06,32863,1065.53
LN44548018,CUST949022,Donalt De Zamudio,23,Contract,58905,618,Home Improvement,25467,16.27,24,Late (31+ days),2023-04-08,45545,284.21
LN85526948,CUST277498,Elizabet Rodd,69,Self-employed,122431,619,Debt Consolidation,56480,7.26,72,Late (16-30 days),2024-03-15,69112,680.82
LN56939681,CUST165711,Lionello Ferandez,40,Full-time,108245,613,Medical,47182,15.1,72,Paid Off,2023-08-05,58603,453.27
LN53401860,CUST446143,Keefe Sangwin,40,Full-time,130584,588,Business,42540,6.98,48,Current,2024-05-20,25426,1110.37
LN31256474,CUST305550,Antoni Chucks,61,Self-employed,100430,629,Home Improvement,9109,11.38,72,Current,2023-02-14,48568,1393.46
LN84050759,CUST249303,Lennie Quiddinton,27,Full-time,100331,825,Medical,61416,7.74,72,Late (16-30 days),2023-08-11,48789,1150.57
LN98150352,CUST748971,Donnamarie Gawkroge,42,Unemployed,97272,850,Personal,25133,4.08,48,Current,2024-02-18,41997,809.77
LN49662074,CUST156154,Kelcy Rhodus,48,Part-time,123442,837,Auto,39519,16.23,12,Current,2023-04-18,36538,382.07
LN72249705,CUST546240,Everard Bulstrode,32,Contract,70573,558,Personal,51528,11.18,60,Late (16-30 days),2024-07-18,54747,235.34
LN12586297,CUST972960,Angil Locket,25,Contract,148287,837,Personal,21748,15.89,12,Current,2024-01-29,7320,747.23
LN19552440,CUST567141,Augusta Sabathier,35,Contract,88798,838,Home Improvement,47678,10.0,60,Default,2023-11-27,33486,365.86
LN74246540,CUST900098,Jillana Acum,65,Self-employed,88624,665,Business,70953,12.65,24,Late (16-30 days),2023-11-23,63391,1273.76
LN50973998,CUST246960,Layla Bletsor,42,Full-time,102703,801,Debt Consolidation,61314,7.89,72,Default,2023-11-15,39777,749.19
LN29989916,CUST925995,Lotta Gut,49,Part-time,54207,849,Debt Consolidation,44437,14.99,36,Late (31+ days),2023-07-03,13843,1232.55
LN27389500,CUST124890,Emlyn Czapla,37,Contract,32319,754,Medical,49690,14.47,72,Paid Off,2023-06-25,11552,1387.21
LN60842971,CUST124263,Hilton Sonier,66,Unemployed,111660,580,Medical,42858,10.73,48,Current,2023-08-20,761,505.34
LN51871139,CUST291625,Carina Beedom,62,Unemployed,80546,642,Debt Consolidation,56543,4.23,36,Late (16-30 days),2023-01-31,61971,1282.56
LN83188612,CUST614007,Rhodia Goodoune,34,Contract,121207,736,Business,21511,5.69,36,Late (31+ days),2024-02-18,7065,981.51
LN18716965,CUST502806,Dorothea Arens,41,Full-time,123836,637,Business,45056,17.74,36,Current,2024-06-24,59541,337.33
LN57438877,CUST315826,Sharron Tomaino,22,Self-employed,123936,769,Personal,71943,10.41,60,Current,2023-10-31,27294,1199.67
LN62533377,CUST775397,Marian Ollet,64,Contract,71624,810,Medical,52933,5.37,48,Late (31+ days),2023-11-21,46017,799.81
LN36436113,CUST827852,Parsifal Pottell,37,Full-time,63603,743,Home Improvement,6816,18.87,48,Late (16-30 days),2024-02-11,23972,1088.39
LN74332104,CUST152398,Estrella Daintree,34,Contract,88787,819,Medical,50908,8.81,60,Late (16-30 days),2024-03-21,38249,1160.58
LN62949323,CUST974968,Jeffry Florez,38,Unemployed,130499,588,Personal,45890,18.37,72,Late (31+ days),2024-06-15,52010,897.07
LN58998863,CUST291615,Emlyn Czapla,37,Contract,32319,754,Medical,49690,14.47,72,Paid Off,2023-06-25,11552,1387.21
LN86734890,CUST628723,Clayborne Bagger,47,Contract,69181,835,Debt Consolidation,6407,10.81,12,Paid Off,2024-01-22,62430,821.25
LN42946178,CUST196522,Elana Blouet,49,Self-employed,141741,758,Medical,34876,12.93,36,Late (31+ days),2023-08-19,53184,1258.8
LN71851543,CUST423738,Fergus Carrigan,62,Contract,69190,598,Debt Consolidation,8011,15.72,36,Late (16-30 days),2024-03-12,24131,1343.04
LN75152071,CUST231349,Normie Andrys,53,Contract,47163,676,Personal,26941,15.61,12,Current,2023-08-31,39253,457.17
LN88346015,CUST515084,Gilli Hastings,49,Unemployed,129115,692,Personal,28596,11.09,36,Default,2023-12-11,27038,368.08
LN94623374,CUST779043,Babette Gambell,65,Unemployed,96706,821,Personal,22370,18.07,24,Active,2023-09-09,40276,268.62
LN52152959,CUST649446,Dan Pattrick,21,Part-time,91207,661,Home Improvement,52945,16.95,48,Active,2024-03-29,52109,359.92
LN12070164,CUST765471,Gusta Coger,31,Unemployed,103261,616,Home Improvement,64584,17.05,36,Current,2023-03-25,51219,898.27
LN61388270,CUST252755,Rina Inkin,50,Self-employed,95944,622,Business,54706,14.91,60,Late (31+ days),2024-04-14,46309,385.25
LN98981894,CUST540552,Annie Bacher,64,Self-employed,53351,679,Home Improvement,35651,11.89,60,Default,2024-01-20,14481,698.9
LN52853842,CUST353582,Mickey Thridgould,31,Unemployed,112990,745,Medical,68155,17.55,24,Current,2024-07-06,62134,1053.91
LN19265113,CUST168834,Brittaney Jeremiah,64,Part-time,42495,691,Personal,9303,14.61,48,Late (31+ days),2023-09-25,23596,505.05
LN84318152,CUST427527,Orazio De Bellis,62,Self-employed,51572,571,Business,65846,8.42,24,Current,2023-06-20,41166,1184.42
LN93641927,CUST360510,Normie Andrys,53,Contract,47163,676,Personal,26941,15.61,12,Current,2023-08-31,39253,457.17
LN66555904,CUST858776,Adelaide Randal,34,Contract,136521,605,Business,40168,12.21,72,Late (31+ days),2023-03-07,68887,1073.54
LN16085049,CUST863873,Annabela Mouatt,63,Self-employed,132889,569,Debt Consolidation,36750,7.12,48,Late (16-30 days),2023-09-01,748,862.55
LN41260938,CUST185958,Myer Emerine,63,Part-time,37491,735,Home Improvement,69238,16.81,36,Late (16-30 days),2023-10-10,69774,1270.58
LN52305883,CUST409388,Malchy Talkington,25,Self-employed,123983,776,Medical,17422,12.37,48,Paid Off,2023-12-22,18527,758.94
LN18985567,CUST969242,Ulysses Alfonso,39,Full-time,143980,731,Debt Consolidation,59982,9.7,36,Late (31+ days),2023-09-23,33610,1462.82
LN52664825,CUST133671,Luciano Cheine,56,Self-employed,38135,836,Medical,73574,6.7,24,Paid Off,2024-07-02,38144,1011.25
LN27493844,CUST686893,Josie Cockayne,58,Full-time,37007,558,Medical,34975,14.6,12,Late (31+ days),2024-05-29,8072,218.03
LN82920507,CUST324944,Tudor Leyninye,34,Self-employed,109545,792,Debt Consolidation,66987,5.43,72,Late (31+ days),2023-03-12,397,464.77
LN44243033,CUST660404,Constantine Tommeo,36,Self-employed,61618,788,Debt Consolidation,12828,5.42,36,Default,2023-01-16,59575,1372.4
LN37049423,CUST272770,Abey Haithwaite,69,Full-time,33980,714,Personal,42064,14.32,48,Late (31+ days),2023-12-30,66557,1494.36
LN68781487,CUST551319,Nerty Tite,43,Contract,93097,625,Personal,60478,7.76,48,Active,2023-05-30,12043,454.91
